p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
DNAJB41	2.30836083540328e-08	0.332197006327833	0.27	0.082	0.00044509813628246	9	DNAJB4
EIF5B	2.97716882448021e-08	0.379627101095613	0.619	0.318	0.000574057692736274	9	EIF5B
HM13	4.27186482640881e-08	0.276260166403676	0.46	0.189	0.000823700975828147	9	HM13
MT-CYB2	5.67414069171981e-08	0.299363902443179	1	0.995	0.00109408780817741	9	MT-CYB
HSPA1A	8.39497781686983e-08	0.686768201673473	0.873	0.752	0.00161871962264884	9	HSPA1A
SDF2L1	9.49003501865443e-08	0.269332980749615	0.381	0.149	0.00182986855229695	9	SDF2L1
PLPP5	1.20880385839081e-07	0.273175034568625	0.365	0.138	0.00233081559974917	9	PLPP5
SELENOK1	1.51644506715329e-07	0.284677607779053	0.508	0.225	0.00292400937848498	9	SELENOK
ANKRD121	1.63721937815408e-07	0.282367117303389	0.746	0.389	0.0031568864049567	9	ANKRD12
ZNF292	1.87700748185778e-07	0.289769215423907	0.46	0.2	0.00361924582651817	9	ZNF292
KCNQ1OT1	2.35161348100369e-07	0.374893680727199	0.365	0.14	0.00453438111407132	9	KCNQ1OT1
SMAP22	2.65689103296392e-07	0.254657878731733	0.524	0.235	0.00512301728976103	9	SMAP2
BIRC32	3.29512105242428e-07	0.542113192926392	0.508	0.236	0.0063536524132845	9	BIRC3
HNRNPH1	4.44298177824347e-07	0.405836901752962	0.635	0.344	0.00856695746480906	9	HNRNPH1
AC016831.51	4.54613459002215e-07	0.445240739043491	0.365	0.143	0.00876585671648072	9	AC016831.5
TNRC6B1	5.64267595013994e-07	0.363399591353887	0.508	0.248	0.0108802077670598	9	TNRC6B
SREK1	6.05546648201665e-07	0.311647605357329	0.413	0.183	0.0116761504706245	9	SREK1
NUDT4	6.06976363952876e-07	0.273921541044186	0.302	0.105	0.0117037182497394	9	NUDT4
AC092683.1	8.42619645517124e-07	0.269248656794683	0.317	0.121	0.0162473920048612	9	AC092683.1
ATM2	9.24995672999341e-07	0.256842080546574	0.413	0.176	0.0178357665667733	9	ATM
NSD3	9.94367847673645e-07	0.37238519746526	0.492	0.249	0.0191734008388432	9	NSD3
GOLGA4	1.08933019216298e-06	0.389432001267255	0.492	0.252	0.0210044647652866	9	GOLGA4
TRA2A	1.17137166170262e-06	0.269162564934615	0.429	0.186	0.0225863883809499	9	TRA2A
HDLBP1	1.28327629932623e-06	0.289769215423907	0.476	0.229	0.0247441336036083	9	HDLBP
DNAJB11	1.4365103524176e-06	0.499086974502295	0.746	0.524	0.0276987926153161	9	DNAJB1
TRAM11	1.80804611132666e-06	0.27729471496999	0.587	0.312	0.0348627451186007	9	TRAM1
DDX172	2.11947484001019e-06	0.321015265123496	0.762	0.538	0.0408677138650764	9	DDX17
UBE2H	2.20131207319161e-06	0.267204867582121	0.349	0.145	0.0424456993952806	9	UBE2H
SEC31A1	4.07065894056696e-06	0.268884472645911	0.429	0.2	0.078490445692012	9	SEC31A
IL6ST2	4.34301763794548e-06	0.313899695786622	0.54	0.288	0.0837420660948648	9	IL6ST
SNRNP70	5.07373269552489e-06	0.315100698893273	0.492	0.263	0.0978317138351109	9	SNRNP70
IRF1	5.67663970094331e-06	0.290619452326821	0.333	0.134	0.109456966713589	9	IRF1
TRA2B2	6.73285333475804e-06	0.270943724366403	0.603	0.348	0.129822878000804	9	TRA2B
UBC2	6.82525501868799e-06	0.43680206766428	0.968	0.967	0.131604567270342	9	UBC
FNBP11	9.42289629162672e-06	0.250255462390833	0.413	0.186	0.181692286295146	9	FNBP1
MT-ATP63	2.21653242098996e-05	0.256030256168857	1	0.998	0.427391781415284	9	MT-ATP6
CCPG11	2.7012446646065e-05	0.280671643379558	0.397	0.196	0.520853996229425	9	CCPG1
KLF61	0.000155215253029442	0.299548155152154	0.794	0.678	1	9	KLF6
RASGEF1B1	0.000311041600190335	0.255964695098757	0.254	0.11	1	9	RASGEF1B
EIF5	0.000848528003478589	0.310368718845999	0.508	0.326	1	9	EIF5
HSPH1	0.000864498969949435	0.379163460148944	0.333	0.184	1	9	HSPH1
AHNAK2	0.00105478497850121	0.608662594114587	0.635	0.533	1	9	AHNAK
CD552	0.00108026897235125	0.292167515139006	0.492	0.312	1	9	CD55
BCAS2	0.00108343538769311	0.546514620367598	0.286	0.153	1	9	BCAS2
SRRM2	0.00189235167115239	0.29589148058441	0.651	0.538	1	9	SRRM2
SLC38A21	0.00249388261930811	0.257465424808616	0.492	0.314	1	9	SLC38A2
MKNK2	0.00349403426118657	0.29342138732804	0.27	0.148	1	9	MKNK2
IER22	0.00527989055716393	0.445404039356448	0.698	0.572	1	9	IER2
HSPE11	0.00632650802411093	0.331291384580594	0.54	0.419	1	9	HSPE1
MZB11	4.01570927502127e-175	1.46570283187147	0.807	0.035	7.74309062409601e-171	10	MZB1
DERL31	1.36610296739174e-94	0.794744282106579	0.579	0.034	2.63411974172475e-90	10	DERL3
FKBP111	4.8350876995178e-47	0.762562818656497	0.649	0.095	9.32301610221023e-43	10	FKBP11
JCHAIN1	6.86095155809827e-41	3.42739672809657	0.912	0.323	1.32292867943251e-36	10	JCHAIN
CD79A2	5.27718910042068e-39	0.39058340567497	0.351	0.03	1.01754760234311e-34	10	CD79A
IGKC1	9.3779542843836e-31	4.6387133508933	1	0.727	1.80825714511485e-26	10	IGKC
SSR42	8.10778138035288e-27	1.36601760100269	0.895	0.582	1.56334240575964e-22	10	SSR4
IGHM2	3.35800563290112e-21	3.24558067490392	0.947	0.691	6.47490646135994e-17	10	IGHM
IGHA11	4.12246182768117e-20	3.09233777117342	1	0.687	7.94893089613483e-16	10	IGHA1
IGHA21	7.35023754259629e-17	1.61095812196769	0.281	0.047	1.41727280296342e-12	10	IGHA2
FKBP21	4.657694309943e-15	0.586512031212195	0.684	0.295	8.9809661684321e-11	10	FKBP2
IGLC31	1.14040808840446e-14	4.11543704536566	0.649	0.254	2.19893487606147e-10	10	IGLC3
SEC11C1	9.3871501177657e-14	0.596371308021237	0.579	0.214	1.81003028570758e-09	10	SEC11C
MANF	2.50270725909259e-13	0.313645922288294	0.368	0.09	4.82572013698234e-09	10	MANF
IGHG21	4.19299007965462e-12	3.24867735355823	0.333	0.087	8.08492347159004e-08	10	IGHG2
IGHG11	2.5604855690162e-11	3.38896692217165	0.298	0.076	4.93712827417703e-07	10	IGHG1
IGHG31	2.24737189381469e-10	3.06384445481837	0.368	0.119	4.33338248565348e-06	10	IGHG3
PRDX4	3.66442797241372e-10	0.405703952104364	0.404	0.134	7.06575001640814e-06	10	PRDX4
IGHG41	6.87998763207913e-09	1.90676957734194	0.263	0.073	0.00013265992152175	10	IGHG4
HERPUD12	3.12665535529014e-08	0.516781717748214	0.719	0.43	0.000602881685607046	10	HERPUD1
ITM2C2	3.66244783510911e-08	0.376802868071141	0.404	0.155	0.000706193191565738	10	ITM2C
SDF2L11	1.51745826448086e-07	0.316931668822998	0.386	0.149	0.00292596302557199	10	SDF2L1
IGLC21	5.11186944966279e-07	4.4712681373492	0.491	0.251	0.00985670667283979	10	IGLC2
CYBA1	2.50543151090569e-06	0.365182039831711	0.754	0.487	0.0483097303932835	10	CYBA
SPCS31	6.22591294628844e-05	0.255175446499133	0.421	0.217	1	10	SPCS3
SPCS12	0.000143885285673688	0.33786151518467	0.456	0.275	1	10	SPCS1
SELENOK2	0.00191413262014509	0.34948085517242	0.351	0.228	1	10	SELENOK
SPCS21	0.00694005147398796	0.305210883873363	0.439	0.324	1	10	SPCS2
XBP13	0.00799925465500956	0.38088700689089	0.439	0.319	1	10	XBP1
NDUFA4L2	0	1.80740027779904	0.887	0.008	0	11	NDUFA4L2
EGFL6	0	1.61768738466272	0.717	0.008	0	11	EGFL6
COX4I2	0	1.4609338330893	0.849	0.002	0	11	COX4I2
HIGD1B	0	1.1872648838835	0.679	0.001	0	11	HIGD1B
CDH6	0	0.862496975875729	0.623	0.003	0	11	CDH6
FHL5	0	0.841892441820296	0.509	0	0	11	FHL5
GJC1	0	0.669361412833419	0.585	0.004	0	11	GJC1
LGI4	0	0.516845954401108	0.434	0.001	0	11	LGI4
KCNK3	9.52441506559435e-282	0.641584682790089	0.434	0.002	1.8364977129479e-277	11	KCNK3
LAMC3	4.89838880402778e-276	0.756096654514994	0.377	0.001	9.44507329192637e-272	11	LAMC3
PTN	1.02098491501495e-273	1.86348060499426	0.585	0.007	1.96866311313183e-269	11	PTN
GJA4	1.7516534088231e-271	0.907144196898558	0.604	0.007	3.37753810289271e-267	11	GJA4
FAM162B	8.70236572996536e-266	0.707848288070051	0.491	0.004	1.67799016005192e-261	11	FAM162B
ACTG2	3.83512038722939e-265	1.40635926493933	0.491	0.004	7.3948791306557e-261	11	ACTG2
RGS5	5.35558329226405e-255	2.79401092097676	0.792	0.018	1.03266357041435e-250	11	RGS5
ITGA7	4.50358189250947e-242	0.480313330187056	0.434	0.003	8.68380660513675e-238	11	ITGA7
CSPG4	4.95899849648185e-233	0.422908333751788	0.34	0.001	9.5619409009163e-229	11	CSPG4
MYH11	8.10916391999051e-221	1.25935199711999	0.66	0.014	1.56360898705257e-216	11	MYH11
GPR20	6.95018468616632e-217	0.346946293697745	0.264	0	1.34013461118659e-212	11	GPR20
PPP1R14A1	1.8384678225645e-215	1.69775521323056	0.943	0.035	3.54493365546888e-211	11	PPP1R14A
LZTS1	3.23713615469819e-205	0.457779345066601	0.358	0.002	6.24184593348905e-201	11	LZTS1
CARMN	7.269136510386e-202	0.926273092270043	0.453	0.006	1.40163490193263e-197	11	CARMN
NOTCH3	2.72362623168103e-190	1.31367662232997	0.792	0.028	5.25169609992735e-186	11	NOTCH3
PDGFRB1	6.61310834002318e-174	1.42788052583833	0.755	0.028	1.27513955012327e-169	11	PDGFRB
LMOD11	1.47241935771112e-168	0.628959190164462	0.547	0.013	2.83911900553859e-164	11	LMOD1
CNN1	6.96213092445467e-167	0.82381145389078	0.491	0.01	1.34243808485335e-162	11	CNN1
GUCY1A2	1.43089372152377e-166	0.57720333877126	0.472	0.009	2.75904927384214e-162	11	GUCY1A2
CNTN4	1.35910987270585e-163	0.355952641142243	0.321	0.003	2.62063565655142e-159	11	CNTN4
TPM21	1.50959738415025e-162	2.24414465730713	0.962	0.056	2.91080567611851e-158	11	TPM2
EBF1	2.29609098782578e-158	0.749953698276304	0.642	0.021	4.42732264272567e-154	11	EBF1
SEPT41	1.22578680503649e-157	0.683501825475393	0.679	0.024	2.36356211747136e-153	11	SEPT4
CHN1	1.24248735408602e-151	0.916309749039864	0.736	0.031	2.39576411614867e-147	11	CHN1
MAP1B1	8.51817016072601e-151	1.37654580952329	0.83	0.042	1.64247357039119e-146	11	MAP1B
TBX21	1.85931422281628e-149	0.650632427727142	0.604	0.02	3.58512968443434e-145	11	TBX2
BGN1	1.18627501864952e-141	1.87236298497796	0.981	0.064	2.28737549096e-137	11	BGN
ACTA21	9.51538717975636e-141	3.22413697950464	0.943	0.064	1.83475695600062e-136	11	ACTA2
ENPEP	1.21680396098356e-140	0.486163398396284	0.415	0.008	2.3462413975685e-136	11	ENPEP
S1PR3	1.22876618205565e-139	0.4903812436271	0.34	0.005	2.3693069522397e-135	11	S1PR3
RNF152	9.00057155707515e-134	0.416687086860386	0.358	0.006	1.73549020763523e-129	11	RNF152
CSRP2	9.66245879182146e-130	0.678338209262682	0.585	0.022	1.86311530423901e-125	11	CSRP2
THY11	3.7630054875986e-129	1.51382799912652	0.792	0.044	7.25582718118762e-125	11	THY1
PLN	8.60788384966427e-128	0.674958663989137	0.321	0.005	1.65977216389226e-123	11	PLN
FRZB1	8.23142936807309e-125	0.926056316956806	0.66	0.03	1.58718421075185e-120	11	FRZB
SEMA5A	2.19628156764712e-123	0.477780706311284	0.453	0.013	4.23487011873717e-119	11	SEMA5A
CCDC102B1	1.39832805186685e-121	0.915220144376282	0.66	0.031	2.69625614960965e-117	11	CCDC102B
RASL12	1.9572280277735e-121	0.474355020603425	0.396	0.009	3.77392708315286e-117	11	RASL12
KCNJ8	8.40683626455588e-121	0.517592149603217	0.415	0.011	1.62100616853167e-116	11	KCNJ8
NID11	9.98164124560532e-121	0.829684335653474	0.566	0.023	1.92466006497762e-116	11	NID1
ADAMTS4	1.61012135186958e-119	0.466130345595693	0.302	0.005	3.10463599067492e-115	11	ADAMTS4
MYLK1	3.58218629607281e-119	1.36616368967062	0.83	0.055	6.90717161608759e-115	11	MYLK
TAGLN1	2.95407478147698e-116	3.0341541752676	0.962	0.085	5.69604699364391e-112	11	TAGLN
COL1A21	1.01931462013669e-114	1.47034731051329	0.887	0.061	1.96544245054757e-110	11	COL1A2
PRR16	5.0228382722847e-109	0.298904051204003	0.321	0.006	9.68503675661935e-105	11	PRR16
LHFPL62	9.23566729959859e-109	1.4565860063457	0.943	0.085	1.7808213687086e-104	11	LHFPL6
GUCY1B1	1.63980594645313e-108	0.56011842018631	0.528	0.022	3.16187382595092e-104	11	GUCY1B1
NFASC	7.03816823276321e-107	0.353715781752991	0.321	0.007	1.3570995986414e-102	11	NFASC
DCN1	2.01766167273779e-106	0.656779280620053	0.943	0.074	3.89045523737301e-102	11	DCN
C1QTNF1	7.14570617343895e-104	0.532434321219753	0.453	0.016	1.3778350643625e-99	11	C1QTNF1
LDB3	1.72651384015524e-103	0.329533243134403	0.264	0.004	3.32906398658733e-99	11	LDB3
KCNE41	4.74716923903075e-102	0.717685267831426	0.509	0.022	9.15349172669908e-98	11	KCNE4
COL3A11	6.64792736861316e-102	1.43452760041943	0.792	0.056	1.28185335521599e-97	11	COL3A1
PLAC91	1.04033194062912e-101	1.04279748115972	0.736	0.048	2.00596804792106e-97	11	PLAC9
COL6A21	2.12792233736539e-101	1.64976405656481	0.925	0.084	4.10305985090795e-97	11	COL6A2
MCAM1	5.11329306009818e-101	1.03141683261463	0.604	0.032	9.85945167848131e-97	11	MCAM
MOCS1	1.38998358484246e-99	0.483443653859112	0.377	0.011	2.68016634829322e-95	11	MOCS1
DKK31	1.31953506803426e-98	0.806989987154423	0.717	0.046	2.54432751818366e-94	11	DKK3
KLHL23	1.40208146482557e-96	0.676875507880491	0.509	0.023	2.70349348047666e-92	11	KLHL23
CALD12	1.6349127329367e-96	2.39561575990514	1	0.117	3.15243873164854e-92	11	CALD1
MRVI1	3.21739315384001e-95	0.398575002967049	0.358	0.01	6.20377747923431e-91	11	MRVI1
COL18A11	4.59158499745479e-95	1.40634819173994	0.868	0.084	8.85349419209232e-91	11	COL18A1
AGTR1	4.45722244462544e-94	0.487650019086329	0.283	0.006	8.59441631772677e-90	11	AGTR1
PRKG11	9.40927914885762e-94	0.588745976090285	0.547	0.028	1.81429720548273e-89	11	PRKG1
COL12A1	2.33684704233599e-91	0.443778930025525	0.396	0.014	4.50590846703225e-87	11	COL12A1
TGFB1I11	3.73665927285464e-91	0.938225320365606	0.736	0.057	7.20502640991832e-87	11	TGFB1I1
FAM13C	2.07858569116906e-90	0.443917736979976	0.396	0.014	4.00792892971218e-86	11	FAM13C
COL5A3	6.24838916226043e-90	0.28442177747306	0.302	0.007	1.20481439826706e-85	11	COL5A3
TINAGL11	2.22974342009537e-88	1.02617681069392	0.755	0.061	4.29939126262789e-84	11	TINAGL1
CLMN2	2.89657603027873e-87	0.696668259332492	0.585	0.036	5.58517790158345e-83	11	CLMN
RERG1	5.93237467362686e-86	0.638258134200105	0.509	0.027	1.14388048456873e-81	11	RERG
TBX5	3.17308361859271e-84	0.43662308706955	0.34	0.011	6.11833983337046e-80	11	TBX5
TCF211	2.04371190138994e-83	0.687108270182802	0.547	0.031	3.94068528826008e-79	11	TCF21
CPE1	5.04191971723172e-83	1.16433790094002	0.736	0.063	9.72182959876621e-79	11	CPE
MYL91	1.13647643489757e-80	2.39132988565455	0.962	0.138	2.19135386176949e-76	11	MYL9
OLFML2A	1.00740270962482e-76	0.464993040424221	0.377	0.016	1.94247390469857e-72	11	OLFML2A
PCOLCE1	2.41736154198137e-76	0.83249092210819	0.642	0.048	4.66115652524848e-72	11	PCOLCE
MFGE81	4.42860247847387e-76	1.32827542175112	0.83	0.095	8.53923129899332e-72	11	MFGE8
EDNRA1	6.33822718191762e-75	0.353225825839221	0.377	0.016	1.22213696521736e-70	11	EDNRA
COL4A22	6.83059684255498e-75	1.62678191296377	0.774	0.081	1.31707568318145e-70	11	COL4A2
TMEM472	7.46005322895094e-75	0.722772229304229	0.566	0.04	1.43844746360632e-70	11	TMEM47
ADAMTSL3	1.0319741675885e-74	0.386489682403561	0.321	0.011	1.98985258994416e-70	11	ADAMTSL3
COL5A21	1.3828117042888e-74	0.768659633815699	0.528	0.034	2.66633752820967e-70	11	COL5A2
COL4A12	6.64039577101377e-74	1.82374338986279	0.755	0.078	1.28040111256687e-69	11	COL4A1
PDE3A	7.78086854462373e-74	0.359367596773037	0.34	0.013	1.50030707277435e-69	11	PDE3A
ANO1	4.76329182144864e-73	0.278735027075409	0.302	0.01	9.18457929011726e-69	11	ANO1
NEXN1	5.95454432969791e-73	1.16623588175353	0.642	0.054	1.14815523765235e-68	11	NEXN
CAVIN32	1.08221813704525e-72	0.801273647918125	0.717	0.068	2.08673301185065e-68	11	CAVIN3
ASPN1	1.55156597153797e-72	0.990505326414309	0.528	0.034	2.99172950631951e-68	11	ASPN
FOXF2	2.05203655947854e-72	0.324072817554087	0.283	0.009	3.95673689398652e-68	11	FOXF2
SGCE1	1.59188315373539e-69	0.635604545082058	0.528	0.037	3.06946909703258e-65	11	SGCE
PLXDC1	3.18288480752584e-69	0.780342009670056	0.604	0.05	6.13723848587133e-65	11	PLXDC1
LAMA41	8.04389352029883e-69	0.583983472684534	0.547	0.039	1.55102354858402e-64	11	LAMA4
CRISPLD21	8.79888009126529e-69	0.801561070010088	0.566	0.043	1.69660005919777e-64	11	CRISPLD2
SPARCL12	1.12714680622407e-67	2.02533022714208	0.925	0.131	2.17336447176125e-63	11	SPARCL1
ADGRA21	2.54678783788407e-67	0.412228622065029	0.415	0.023	4.91071630900806e-63	11	ADGRA2
TRPC6	1.05279333385294e-65	0.414915810685826	0.377	0.019	2.02999610633524e-61	11	TRPC6
SDC21	2.38977588613914e-65	0.902363504665274	0.642	0.061	4.60796586365348e-61	11	SDC2
ITGA11	5.897341288712e-65	1.22652330427312	0.736	0.085	1.13712534728945e-60	11	ITGA1
APOLD11	9.92455410084143e-65	1.00668408160405	0.566	0.046	1.91365252172424e-60	11	APOLD1
FILIP1L1	1.0366765948349e-64	1.46736268682924	0.736	0.085	1.99891981016065e-60	11	FILIP1L
SPARC2	1.29042557331999e-64	1.98367314069865	0.981	0.173	2.48819859047561e-60	11	SPARC
PRRX11	1.49153883559079e-64	0.561164579594023	0.491	0.033	2.87598518278616e-60	11	PRRX1
SYDE1	1.84505717611077e-64	0.31593768086087	0.358	0.017	3.55763924697679e-60	11	SYDE1
SOD31	1.34590777610579e-63	1.3477872546787	0.792	0.099	2.59517937388718e-59	11	SOD3
PDE5A1	1.10745362277839e-61	0.401792900613837	0.434	0.027	2.13539207544129e-57	11	PDE5A
ADAMTS11	2.21288724503026e-61	1.04006637973846	0.528	0.042	4.26688918586734e-57	11	ADAMTS1
CD2481	5.25105580431436e-61	0.450114233866031	0.321	0.014	1.0125085801879e-56	11	CD248
GUCY1A11	1.40714873800528e-60	0.482784530469326	0.585	0.052	2.71326419662179e-56	11	GUCY1A1
SGIP1	2.71789900374961e-60	0.37005561608748	0.321	0.015	5.24065285903e-56	11	SGIP1
FERMT21	4.16936627921247e-60	0.996249613087044	0.755	0.095	8.03937205957749e-56	11	FERMT2
EDNRB1	6.40916194789435e-60	0.527582614628014	0.434	0.028	1.23581460679299e-55	11	EDNRB
ECM11	8.78018134068995e-60	0.605756162878846	0.566	0.05	1.69299456611184e-55	11	ECM1
SYNPO21	1.35646996172431e-59	0.646733787311485	0.358	0.019	2.61554538019682e-55	11	SYNPO2
COL6A11	3.74007878657336e-59	1.16740879995843	0.774	0.099	7.21161991627076e-55	11	COL6A1
TBX3	4.14381320025728e-59	0.302086539666753	0.321	0.015	7.99010061273608e-55	11	TBX3
COX7A12	5.54907636818003e-59	0.836066462147016	0.66	0.073	1.06997290531247e-54	11	COX7A1
PLCE1	8.22408150427233e-59	0.414915810685826	0.358	0.019	1.58576739565379e-54	11	PLCE1
EFHD1	8.94067160341575e-59	0.538851410755757	0.453	0.032	1.72394029857062e-54	11	EFHD1
ABCC91	9.44172993689168e-59	0.325929325277146	0.34	0.017	1.82055436643145e-54	11	ABCC9
HEYL	1.1858095358717e-58	0.467202443556931	0.283	0.011	2.28647794706781e-54	11	HEYL
GPM6B	1.314694902103e-57	0.418913399951482	0.434	0.029	2.53499471023501e-53	11	GPM6B
SERPINI1	1.91442595155046e-56	0.430713195453298	0.321	0.016	3.69139611977959e-52	11	SERPINI1
MAP3K201	2.88388096504606e-56	0.66388602504791	0.642	0.07	5.5606992768018e-52	11	MAP3K20
AOC31	3.07594277167703e-56	0.777291438255887	0.509	0.043	5.93103285234765e-52	11	AOC3
IGFBP73	3.17727843306744e-56	2.27935441558048	0.981	0.206	6.12642827464064e-52	11	IGFBP7
NES1	3.54987809109694e-56	0.433869483377471	0.396	0.025	6.84487493525312e-52	11	NES
SLIT31	5.89103556784785e-56	0.489826118440403	0.396	0.025	1.13590947819242e-51	11	SLIT3
SMTN	1.16262083872085e-54	0.43290794484185	0.434	0.031	2.24176550122154e-50	11	SMTN
COL6A31	6.62223086421891e-54	1.1639459052814	0.528	0.047	1.27689855523869e-49	11	COL6A3
HES41	5.66018714885228e-52	0.643655057420339	0.434	0.034	1.0913972860417e-47	11	HES4
CAV12	1.9472191809651e-51	1.31001417488817	0.906	0.163	3.75462802473691e-47	11	CAV1
EMILIN11	3.62908670992379e-51	0.388268163259651	0.491	0.041	6.99760499407505e-47	11	EMILIN1
FILIP11	1.04322762031563e-49	0.825732177577024	0.679	0.093	2.0115514974926e-45	11	FILIP1
AKAP121	1.26460884033681e-49	0.594230777820654	0.491	0.044	2.43841876593744e-45	11	AKAP12
LAMB12	1.79987268532283e-49	0.78236925409399	0.547	0.057	3.47051451183949e-45	11	LAMB1
PPP1R12B	1.95694014188634e-49	0.621076487735526	0.566	0.061	3.77337198158523e-45	11	PPP1R12B
OLFML2B1	1.05784137492208e-48	0.371061434660964	0.34	0.021	2.03972973912475e-44	11	OLFML2B
COL14A11	2.60342961991574e-48	0.710160910274276	0.434	0.034	5.01993299312153e-44	11	COL14A1
TPM11	4.42580437389124e-48	1.58448699080256	0.906	0.207	8.53383599373709e-44	11	TPM1
PGF	1.09596812601542e-47	0.528762795861751	0.264	0.013	2.11324574058294e-43	11	PGF
GPX32	5.88093000743023e-47	1.53971715020863	0.83	0.153	1.1339609240327e-42	11	GPX3
EFEMP21	4.22277357124137e-46	0.499493798369875	0.528	0.055	8.14235200006761e-42	11	EFEMP2
A2M2	1.04688469507957e-45	1.16362381228062	0.868	0.16	2.01860306905243e-41	11	A2M
AEBP11	1.2494135565062e-45	0.425147868710959	0.566	0.06	2.40911921965526e-41	11	AEBP1
PHLDA11	3.04199790143129e-45	1.11632637117496	0.83	0.155	5.86558035353982e-41	11	PHLDA1
EHD2	4.11704229560294e-45	0.722740850725597	0.642	0.089	7.93848095438158e-41	11	EHD2
MTHFD2	7.48990986452076e-44	0.711243486267503	0.566	0.069	1.44420442007689e-39	11	MTHFD2
TMEM38B	3.03179372258151e-43	0.425166426579032	0.396	0.034	5.84590465588167e-39	11	TMEM38B
MSRB32	7.367581837504e-43	0.513569835311916	0.472	0.048	1.42061712990752e-38	11	MSRB3
PDLIM31	9.03546161986063e-43	0.800795363079994	0.509	0.056	1.74221770954153e-38	11	PDLIM3
INPP4B	1.22191449723078e-42	0.683166475741175	0.509	0.057	2.35609553356039e-38	11	INPP4B
CRYAB1	1.9124617077365e-42	0.404781777582909	0.358	0.027	3.68760866485751e-38	11	CRYAB
FHL21	9.62603984444849e-42	0.493517869454236	0.491	0.053	1.85609300280656e-37	11	FHL2
C11orf962	1.53229195414219e-41	1.54283522937394	0.509	0.06	2.95456534597698e-37	11	C11orf96
JAG11	2.25890833546231e-41	0.662546154952583	0.491	0.055	4.35562705243843e-37	11	JAG1
MAP3K7CL	6.29238827834895e-41	0.395091155541471	0.34	0.026	1.21329830783124e-36	11	MAP3K7CL
APBB2	6.60909849890554e-41	0.43622972822503	0.434	0.043	1.27436637255897e-36	11	APBB2
ANXA61	6.56850865317777e-40	0.873704841257135	0.755	0.146	1.26653983850574e-35	11	ANXA6
GRK5	9.22262165998694e-40	0.41915317935558	0.396	0.037	1.77830590847868e-35	11	GRK5
CYGB1	9.78639539342941e-40	0.47241046782779	0.358	0.03	1.88701275976106e-35	11	CYGB
CSRP12	1.21743517889959e-39	1.07840880029616	0.774	0.154	2.34745851195418e-35	11	CSRP1
MGP2	4.13432618705039e-39	1.27973750892627	0.887	0.209	7.97180775387056e-35	11	MGP
FHL11	1.09631282828543e-38	0.720238677699197	0.585	0.081	2.11391039549997e-34	11	FHL1
PDLIM71	6.01499508802317e-38	0.661346139245236	0.566	0.079	1.15981135287263e-33	11	PDLIM7
LGALS12	1.14048812803771e-37	1.56171111764931	0.925	0.273	2.1990892084823e-33	11	LGALS1
MYO1B	2.6493123498714e-37	0.725370638762253	0.604	0.093	5.10840407302203e-33	11	MYO1B
RARRES21	2.97256337943704e-37	0.35935574940037	0.528	0.063	5.7316967082305e-33	11	RARRES2
SMARCD3	3.95393221240095e-37	0.441245861996146	0.396	0.039	7.6239720919515e-33	11	SMARCD3
CNN32	7.15556425820079e-37	0.888144797542614	0.868	0.203	1.37973590026628e-32	11	CNN3
ARHGAP42	1.17403422015961e-36	0.317887366497852	0.321	0.026	2.26377278331175e-32	11	ARHGAP42
RGN1	1.57218664374217e-36	0.414880444796223	0.34	0.029	3.03149028646365e-32	11	RGN
ARHGAP6	5.30135494907192e-36	0.363073978422717	0.358	0.033	1.02220726128005e-31	11	ARHGAP6
CAMK2N11	2.24164395278491e-35	0.425023877248498	0.377	0.036	4.32233786975987e-31	11	CAMK2N1
TIMP32	4.71852389481382e-35	0.969742998220053	0.868	0.196	9.09825777398002e-31	11	TIMP3
KIAA0040	2.56048478909843e-34	0.462686792996929	0.434	0.052	4.93712677033959e-30	11	KIAA0040
IGFBP52	3.12967655993854e-34	0.717431772321288	0.377	0.038	6.0346423428735e-30	11	IGFBP5
ARHGEF17	3.27052362011132e-34	0.365729381310723	0.34	0.031	6.30622364429865e-30	11	ARHGEF17
SERPING12	4.31438829094534e-34	0.928217060655405	0.868	0.213	8.3190035026008e-30	11	SERPING1
SCN7A1	2.01697544408283e-33	0.555375851417778	0.377	0.038	3.88913205128051e-29	11	SCN7A
C1R1	3.17121584230985e-33	0.771689429097552	0.66	0.115	6.11473838714186e-29	11	C1R
FXYD11	3.40574259870928e-33	0.495366298816018	0.434	0.052	6.56695287883124e-29	11	FXYD1
RASAL21	8.09280108247857e-33	0.435006285600907	0.434	0.052	1.56045390472352e-28	11	RASAL2
RCAN2	8.74672243255732e-33	0.445494468775845	0.434	0.053	1.6865430194457e-28	11	RCAN2
ITGB12	5.24655330858784e-32	1.33096264492254	0.925	0.366	1.01164040896191e-27	11	ITGB1
FKBP101	9.59576127887173e-32	0.354423579352436	0.396	0.044	1.85025468979205e-27	11	FKBP10
NEURL1B	2.12953401337388e-31	0.262836441007611	0.302	0.026	4.10616748458752e-27	11	NEURL1B
MXRA81	4.25395958010961e-31	0.318471859466855	0.415	0.048	8.20248486236735e-27	11	MXRA8
CAV22	8.00334511216641e-31	0.747761516178083	0.66	0.134	1.54320500452793e-26	11	CAV2
VCL1	1.02408801032957e-30	0.884292341207283	0.585	0.11	1.97464650151748e-26	11	VCL
