dynamicColors	mergedColors
ERMARD	brown	brown
ERMN	grey	grey
ERMP1	pink	pink
ERN1	turquoise	pink
ERP27	grey	grey
ERP44	grey	grey
ERRFI1	grey	grey
ERV3-1	grey	grey
ERVFRD-1	red	red
ERVMER34-1	grey	grey
ERVW-1	turquoise	pink
ESAM	red	red
ESCO1	turquoise	pink
ESCO2	blue	blue
ESD	grey	grey
ESF1	turquoise	pink
ESM1	green	green
ESPN	grey	grey
ESPNL	grey	grey
ESR1	grey	grey
ESR2	grey	grey
ESRP1	turquoise	pink
ESRP2	brown	brown
ESRRB	grey	grey
ESRRG	grey	grey
ESYT1	turquoise	pink
ESYT2	turquoise	pink
ESYT3	blue	blue
ETAA1	turquoise	pink
ETF1	turquoise	pink
ETFA	blue	blue
ETFDH	turquoise	pink
ETHE1	grey	grey
ETNK1	grey	grey
ETNK2	grey	grey
ETNPPL	grey	grey
ETS1	yellow	magenta
ETS2	grey	grey
ETV1	grey	grey
ETV2	grey	grey
ETV3	turquoise	pink
ETV4	grey	grey
ETV5	grey	grey
ETV6	turquoise	pink
ETV7	magenta	magenta
EVA1A	grey	grey
EVA1C	blue	blue
EVC	turquoise	pink
EVC2	turquoise	pink
EVI2A	yellow	magenta
EVI2B	yellow	magenta
EVI5	turquoise	pink
EVI5L	turquoise	pink
EVL	magenta	magenta
EVPL	turquoise	pink
EWSR1	turquoise	pink
EXD1	grey	grey
EXD2	turquoise	pink
EXD3	brown	brown
EXO1	blue	blue
EXOC1	turquoise	pink
EXOC2	turquoise	pink
EXOC3	turquoise	pink
EXOC3L1	red	red
EXOC3L2	green	green
EXOC3L4	magenta	magenta
EXOC4	turquoise	pink
EXOC5	pink	pink
EXOC6	turquoise	pink
EXOC6B	turquoise	pink
EXOC7	turquoise	pink
EXOC8	turquoise	pink
EXOG	brown	brown
EXOSC1	grey	grey
EXOSC2	blue	blue
EXOSC3	blue	blue
EXOSC4	grey	grey
EXOSC5	grey	grey
EXOSC6	turquoise	pink
EXOSC7	grey	grey
EXOSC9	blue	blue
EXPH5	turquoise	pink
EXT1	turquoise	pink
EXT2	pink	pink
EXTL1	grey	grey
EXTL2	grey	grey
EXTL3	turquoise	pink
EYA1	grey	grey
EYA2	grey	grey
EYA3	turquoise	pink
EYA4	grey	grey
EYS	grey	grey
EZH1	brown	brown
EZR	turquoise	pink
F11	red	red
F11R	turquoise	pink
F12	grey	grey
F13A1	yellow	magenta
F2	grey	grey
F2R	green	green
F2RL1	grey	grey
F2RL2	grey	grey
F3	grey	grey
F5	grey	grey
F7	grey	grey
F8	red	red
FA2H	grey	grey
FAAH	brown	brown
FAAH2	grey	grey
FABP3	grey	grey
FABP4	red	red
FABP6	grey	grey
FABP7	grey	grey
FADS1	blue	blue
FADS2	grey	grey
FADS3	grey	grey
FAF1	blue	blue
FAF2	turquoise	pink
FAH	grey	grey
FAHD1	grey	grey
FAHD2A	brown	brown
FAIM	grey	grey
FAIM2	grey	grey
FAM102A	turquoise	pink
FAM102B	grey	grey
FAM104A	turquoise	pink
FAM104B	grey	grey
FAM106A	grey	grey
FAM107A	red	red
FAM107B	grey	grey
FAM110A	brown	brown
FAM110B	grey	grey
FAM110C	grey	grey
FAM110D	red	red
FAM111A	brown	brown
FAM111B	blue	blue
FAM114A1	turquoise	pink
FAM114A2	turquoise	pink
FAM117A	grey	grey
FAM117B	turquoise	pink
FAM118A	brown	brown
FAM118B	turquoise	pink
FAM120A	turquoise	pink
FAM120AOS	turquoise	pink
FAM120B	turquoise	pink
FAM120C	turquoise	pink
FAM122A	turquoise	pink
FAM122B	blue	blue
FAM122C	grey	grey
FAM124A	grey	grey
FAM124B	red	red
FAM126A	grey	grey
FAM126B	turquoise	pink
FAM131A	pink	pink
FAM131B	green	green
FAM131C	grey	grey
FAM133A	grey	grey
FAM133B	turquoise	pink
FAM135A	pink	pink
FAM135B	grey	grey
FAM136A	blue	blue
FAM13A	turquoise	pink
FAM13B	turquoise	pink
FAM13C	red	red
FAM149A	grey	grey
FAM149B1	turquoise	pink
FAM155A	grey	grey
FAM155B	grey	grey
FAM160A1	turquoise	pink
FAM160A2	brown	brown
FAM160B1	turquoise	pink
FAM160B2	brown	brown
FAM161A	blue	blue
FAM161B	turquoise	pink
FAM162A	pink	pink
FAM162B	red	red
FAM163A	grey	grey
FAM163B	grey	grey
FAM166A	brown	brown
FAM166B	black	black
FAM167A	grey	grey
FAM167B	red	red
FAM168A	turquoise	pink
FAM168B	turquoise	pink
FAM169B	grey	grey
FAM171A1	grey	grey
FAM171A2	blue	blue
FAM171B	grey	grey
FAM172A	turquoise	pink
FAM174A	grey	grey
FAM174B	grey	grey
FAM177A1	grey	grey
FAM178B	grey	grey
FAM181A	grey	grey
FAM181B	grey	grey
FAM184A	brown	brown
FAM184B	grey	grey
FAM186A	brown	brown
FAM186B	brown	brown
FAM187B	grey	grey
FAM189A1	grey	grey
FAM189A2	red	red
FAM189B	turquoise	pink
FAM193A	turquoise	pink
FAM193B	brown	brown
FAM199X	turquoise	pink
FAM200A	grey	grey
FAM200B	grey	grey
FAM204A	blue	blue
FAM205A	grey	grey
FAM20A	grey	grey
FAM20B	turquoise	pink
FAM20C	grey	grey
FAM210A	turquoise	pink
FAM210B	grey	grey
FAM214A	turquoise	pink
FAM214B	turquoise	pink
FAM216A	blue	blue
FAM216B	black	black
FAM217A	brown	brown
FAM217B	grey	grey
FAM218A	grey	grey
FAM219A	turquoise	pink
FAM219B	turquoise	pink
FAM221A	brown	brown
FAM222A	blue	blue
FAM222B	turquoise	pink
FAM227B	grey	grey
FAM229A	brown	brown
FAM229B	black	black
FAM32A	grey	grey
FAM3A	brown	brown
FAM3B	grey	grey
FAM3C	grey	grey
FAM43A	red	red
FAM43B	grey	grey
FAM47E	black	black
FAM49A	yellow	magenta
FAM49B	blue	blue
FAM50A	brown	brown
FAM50B	grey	grey
FAM53A	grey	grey
FAM53B	turquoise	pink
FAM71D	grey	grey
FAM71E1	grey	grey
FAM71F1	grey	grey
FAM71F2	brown	brown
FAM76A	turquoise	pink
FAM76B	brown	brown
FAM78A	yellow	magenta
FAM78B	green	green
FAM81A	grey	grey
FAM81B	black	black
FAM83A	grey	grey
FAM83B	grey	grey
FAM83D	blue	blue
FAM83E	grey	grey
FAM83F	grey	grey
FAM83H	turquoise	pink
FAM89A	grey	grey
FAM8A1	turquoise	pink
FAM91A1	blue	blue
FAM98A	turquoise	pink
FAM98B	turquoise	pink
FAM98C	brown	brown
FAM9B	grey	grey
FAM9C	grey	grey
FAN1	turquoise	pink
FANCA	blue	blue
FANCB	blue	blue
FANCC	blue	blue
FANCD2	blue	blue
FANCD2OS	grey	grey
FANCE	blue	blue
FANCF	turquoise	pink
FANCG	blue	blue
FANCI	blue	blue
FANCL	blue	blue
FANCM	blue	blue
FANK1	black	black
FAR1	turquoise	pink
FAR2	grey	grey
FARP1	turquoise	pink
FARP2	turquoise	pink
FARS2	turquoise	pink
FARSA	blue	blue
FARSB	blue	blue
FAS	yellow	magenta
FASLG	magenta	magenta
FASN	turquoise	pink
FASTK	brown	brown
FASTKD2	blue	blue
FASTKD5	turquoise	pink
FAT1	turquoise	pink
FAT2	grey	grey
FAT3	grey	grey
FAT4	red	red
FATE1	grey	grey
FAXC	grey	grey
FAXDC2	grey	grey
FBF1	brown	brown
FBL	blue	blue
FBLIM1	grey	grey
FBLL1	grey	grey
FBLN1	green	green
FBLN2	green	green
FBLN5	red	red
FBLN7	grey	grey
FBN1	green	green
FBN2	grey	grey
FBN3	grey	grey
FBRS	turquoise	pink
FBRSL1	turquoise	pink
FBXL12	brown	brown
FBXL13	grey	grey
FBXL14	turquoise	pink
FBXL15	brown	brown
FBXL16	grey	grey
FBXL17	turquoise	pink
FBXL18	turquoise	pink
FBXL2	grey	grey
FBXL20	turquoise	pink
FBXL22	grey	grey
FBXL3	turquoise	pink
FBXL4	turquoise	pink
FBXL5	grey	grey
FBXL6	brown	brown
FBXL7	green	green
FBXO10	turquoise	pink
FBXO11	turquoise	pink
FBXO15	black	black
FBXO16	grey	grey
FBXO2	grey	grey
FBXO21	turquoise	pink
FBXO22	blue	blue
FBXO24	brown	brown
FBXO25	turquoise	pink
FBXO27	grey	grey
FBXO28	turquoise	pink
FBXO3	turquoise	pink
FBXO30	pink	pink
FBXO31	turquoise	pink
FBXO32	grey	grey
FBXO33	turquoise	pink
FBXO34	turquoise	pink
FBXO36	grey	grey
FBXO38	turquoise	pink
FBXO39	grey	grey
FBXO4	grey	grey
FBXO40	grey	grey
FBXO41	turquoise	pink
FBXO42	turquoise	pink
FBXO43	blue	blue
FBXO44	brown	brown
FBXO45	pink	pink
FBXO46	turquoise	pink
FBXO5	blue	blue
FBXO6	grey	grey
FBXO7	turquoise	pink
FBXO8	turquoise	pink
FBXO9	brown	brown
FBXW11	turquoise	pink
FBXW12	grey	grey
FBXW2	turquoise	pink
FBXW4	brown	brown
FBXW5	turquoise	pink
FBXW7	turquoise	pink
FBXW8	turquoise	pink
FCAMR	grey	grey
FCAR	grey	grey
FCER1A	yellow	magenta
FCER1G	yellow	magenta
FCER2	magenta	magenta
FCF1	pink	pink
FCGBP	yellow	magenta
FCGR2A	yellow	magenta
FCGR2B	yellow	magenta
FCGRT	blue	blue
FCHO1	grey	grey
FCHO2	turquoise	pink
FCHSD2	yellow	magenta
FCN1	yellow	magenta
FCN2	grey	grey
FCN3	red	red
FCRL1	magenta	magenta
FCRL2	magenta	magenta
FCRL3	magenta	magenta
FCRL4	magenta	magenta
FCRL5	magenta	magenta
FCRLA	magenta	magenta
FCRLB	grey	grey
FDCSP	magenta	magenta
FDFT1	grey	grey
FDX1	grey	grey
FDXR	grey	grey
FECH	grey	grey
FEM1A	grey	grey
FEM1B	turquoise	pink
FEM1C	turquoise	pink
FEN1	blue	blue
FER	turquoise	pink
FER1L5	grey	grey
FERMT1	grey	grey
FERMT2	green	green
FES	grey	grey
FETUB	grey	grey
FEZ1	green	green
FEZ2	turquoise	pink
FFAR1	grey	grey
FFAR2	grey	grey
FFAR4	grey	grey
FGA	grey	grey
FGB	grey	grey
FGD2	yellow	magenta
FGD3	yellow	magenta
FGD4	turquoise	pink
FGD5	red	red
FGD6	turquoise	pink
FGF1	green	green
FGF10	red	red
FGF12	grey	grey
FGF13	grey	grey
FGF14	black	black
FGF16	grey	grey
FGF17	brown	brown
FGF18	grey	grey
FGF19	grey	grey
FGF2	green	green
FGF20	grey	grey
FGF22	grey	grey
FGF5	grey	grey
FGF7	green	green
FGF8	grey	grey
FGF9	grey	grey
FGFBP1	grey	grey
FGFBP2	grey	grey
FGFBP3	grey	grey
FGFR1	green	green
FGFR1OP	brown	brown
FGFR1OP2	grey	grey
FGFR2	grey	grey
FGFR3	grey	grey
FGFR4	grey	grey
FGFRL1	turquoise	pink
FGG	grey	grey
FGGY	grey	grey
FGL1	grey	grey
FGL2	yellow	magenta
FGR	yellow	magenta
FH	blue	blue
FHAD1	black	black
FHDC1	turquoise	pink
FHIT	grey	grey
FHL1	red	red
FHL2	grey	grey
FHL3	green	green
FHL5	red	red
FHOD1	brown	brown
FIBCD1	grey	grey
FIBIN	green	green
FIBP	blue	blue
FICD	turquoise	pink
FIG4	turquoise	pink
FIGN	blue	blue
FIGNL1	blue	blue
FILIP1	grey	grey
FILIP1L	green	green
FIP1L1	turquoise	pink
FIS1	grey	grey
FITM1	brown	brown
FITM2	turquoise	pink
FIZ1	turquoise	pink
FJX1	grey	grey
FKBP10	blue	blue
FKBP11	grey	grey
FKBP14	grey	grey
FKBP15	yellow	magenta
FKBP1A	turquoise	pink
FKBP1B	grey	grey
FKBP4	blue	blue
FKBP5	grey	grey
FKBP6	grey	grey
FKBP7	grey	grey
FKBP8	brown	brown
FKBPL	blue	blue
FKRP	turquoise	pink
FKTN	turquoise	pink
FLAD1	turquoise	pink
FLCN	brown	brown
FLG	grey	grey
FLI1	yellow	magenta
FLII	turquoise	pink
FLNA	turquoise	pink
FLNB	turquoise	pink
FLNC	grey	grey
FLOT1	grey	grey
FLOT2	turquoise	pink
FLRT2	grey	grey
FLRT3	grey	grey
FLT1	green	green
FLT3	magenta	magenta
FLT4	red	red
FLVCR1	turquoise	pink
FLVCR2	yellow	magenta
FLYWCH1	brown	brown
FLYWCH2	brown	brown
FMN1	turquoise	pink
FMN2	grey	grey
FMNL1	yellow	magenta
FMNL2	turquoise	pink
FMNL3	yellow	magenta
FMO1	green	green
FMO2	red	red
FMO3	green	green
FMO4	grey	grey
FMO5	blue	blue
FMO6P	black	black
FMOD	green	green
FMR1	turquoise	pink
FN1	green	green
FN3K	grey	grey
FN3KRP	turquoise	pink
FNBP1	yellow	magenta
FNBP1L	turquoise	pink
FNBP4	brown	brown
FNDC1	green	green
FNDC3A	turquoise	pink
FNDC3B	pink	pink
FNDC4	grey	grey
FNDC5	grey	grey
FNDC7	grey	grey
FNIP1	turquoise	pink
FNIP2	turquoise	pink
FNTA	grey	grey
FNTB	turquoise	pink
FOCAD	turquoise	pink
FOLR1	blue	blue
FOLR2	yellow	magenta
FOPNL	grey	grey
FOS	red	red
FOSB	red	red
FOSL1	grey	grey
FOSL2	turquoise	pink
FOXA1	grey	grey
FOXA2	blue	blue
FOXA3	grey	grey
FOXB1	grey	grey
FOXC1	grey	grey
FOXC2	grey	grey
FOXD2	grey	grey
FOXD3	grey	grey
FOXE1	grey	grey
FOXE3	grey	grey
FOXF1	red	red
FOXF2	red	red
FOXI1	grey	grey
FOXJ1	black	black
FOXJ2	turquoise	pink
FOXJ3	turquoise	pink
FOXK1	turquoise	pink
FOXK2	turquoise	pink
FOXL1	grey	grey
FOXL2	grey	grey
FOXN1	grey	grey
FOXN2	pink	pink
FOXN3	turquoise	pink
FOXN4	grey	grey
FOXO1	red	red
FOXO3	turquoise	pink
FOXO4	turquoise	pink
FOXO6	grey	grey
FOXP1	turquoise	pink
FOXP2	grey	grey
FOXP3	magenta	magenta
FOXP4	turquoise	pink
FOXQ1	grey	grey
FOXRED1	brown	brown
FOXRED2	turquoise	pink
FOXS1	red	red
FPGS	turquoise	pink
FPGT	grey	grey
FPR1	yellow	magenta
FPR2	yellow	magenta
FPR3	yellow	magenta
FRA10AC1	turquoise	pink
FRAS1	turquoise	pink
FRAT1	grey	grey
FRAT2	turquoise	pink
FREM1	grey	grey
FREM2	grey	grey
FREM3	grey	grey
FRG1	grey	grey
FRK	turquoise	pink
FRMD1	grey	grey
FRMD3	grey	grey
FRMD4A	yellow	magenta
FRMD4B	grey	grey
FRMD5	blue	blue
FRMD6	green	green
FRMD8	turquoise	pink
FRMPD1	grey	grey
FRMPD2	black	black
FRMPD3	grey	grey
FRMPD4	grey	grey
FRRS1	grey	grey
FRRS1L	grey	grey
FRS2	turquoise	pink
FRS3	brown	brown
FRY	red	red
FRYL	turquoise	pink
FRZB	red	red
FSCN1	green	green
FSCN2	brown	brown
FSCN3	grey	grey
FSD1	blue	blue
FSD1L	black	black
FSD2	grey	grey
FSIP1	black	black
FSIP2	grey	grey
FST	grey	grey
FSTL1	green	green
FSTL3	grey	grey
FSTL4	grey	grey
FSTL5	grey	grey
FTCD	grey	grey
FTCDNL1	grey	grey
FTL	grey	grey
FTO	turquoise	pink
FTSJ1	blue	blue
FTSJ3	turquoise	pink
FUBP1	turquoise	pink
FUBP3	turquoise	pink
FUCA1	grey	grey
FUCA2	blue	blue
FUNDC1	grey	grey
FUOM	grey	grey
FURIN	grey	grey
FUS	turquoise	pink
FUT1	grey	grey
FUT10	turquoise	pink
FUT11	green	green
FUT2	grey	grey
FUT3	grey	grey
FUT4	grey	grey
FUT6	grey	grey
FUT7	magenta	magenta
FUT8	grey	grey
FUT9	grey	grey
FUZ	black	black
FXN	turquoise	pink
FXR1	pink	pink
FXR2	turquoise	pink
FXYD2	grey	grey
FXYD4	grey	grey
FXYD5	grey	grey
FYCO1	turquoise	pink
FYN	yellow	magenta
FYTTD1	pink	pink
FZD1	green	green
FZD10	grey	grey
FZD2	grey	grey
FZD3	turquoise	pink
FZD4	red	red
FZD5	turquoise	pink
FZD6	grey	grey
FZD7	grey	grey
FZD8	grey	grey
FZD9	grey	grey
FZR1	turquoise	pink
G0S2	grey	grey
G2E3	blue	blue
G3BP1	turquoise	pink
G3BP2	turquoise	pink
G6PC3	grey	grey
G6PD	grey	grey
GAA	grey	grey
GAB1	turquoise	pink
GAB2	turquoise	pink
GAB3	yellow	magenta
GABARAPL1	grey	grey
GABARAPL2	grey	grey
GABBR1	brown	brown
GABBR2	grey	grey
GABPA	turquoise	pink
GABPB1	blue	blue
GABPB2	brown	brown
GABRA2	grey	grey
GABRA3	grey	grey
GABRB2	grey	grey
GABRB3	grey	grey
GABRD	grey	grey
GABRE	brown	brown
GABRG3	grey	grey
GABRP	black	black
GABRQ	blue	blue
GABRR1	grey	grey
GABRR2	brown	brown
GAD1	grey	grey
GADD45A	grey	grey
GADD45B	grey	grey
GADD45G	grey	grey
GADD45GIP1	grey	grey
GADL1	grey	grey
GAK	brown	brown
GAL	blue	blue
GAL3ST1	grey	grey
GAL3ST3	grey	grey
GAL3ST4	yellow	magenta
GALC	grey	grey
GALE	grey	grey
GALK1	blue	blue
GALK2	turquoise	pink
GALM	grey	grey
GALNS	turquoise	pink
GALNT1	turquoise	pink
GALNT10	turquoise	pink
GALNT11	turquoise	pink
GALNT13	grey	grey
GALNT14	grey	grey
GALNT15	green	green
GALNT16	grey	grey
GALNT18	red	red
GALNT2	turquoise	pink
GALNT3	grey	grey
GALNT5	grey	grey
GALNT6	grey	grey
GALNT7	turquoise	pink
GALNT9	grey	grey
GALNTL6	grey	grey
GALR2	grey	grey
GALR3	grey	grey
GALT	brown	brown
GAMT	grey	grey
GAN	turquoise	pink
GANAB	turquoise	pink
GANC	red	red
GAP43	grey	grey
GAPT	yellow	magenta
GAPVD1	turquoise	pink
GARNL3	turquoise	pink
GART	blue	blue
GAS1	green	green
GAS2	grey	grey
GAS2L1	turquoise	pink
GAS2L2	black	black
GAS2L3	blue	blue
GAS6	green	green
GATA1	grey	grey
GATA2	grey	grey
GATA3	grey	grey
GATA4	grey	grey
GATA5	red	red
GATA6	red	red
GATAD1	turquoise	pink
GATAD2A	turquoise	pink
GATAD2B	turquoise	pink
GATB	grey	grey
GATC	blue	blue
GATM	grey	grey
GBA2	brown	brown
GBE1	grey	grey
GBF1	turquoise	pink
GBGT1	grey	grey
GBP1	magenta	magenta
GBP2	magenta	magenta
GBP3	grey	grey
GBP4	magenta	magenta
GBP5	magenta	magenta
GBX1	grey	grey
GBX2	grey	grey
GCA	grey	grey
GCAT	grey	grey
GCC1	turquoise	pink
GCC2	turquoise	pink
GCDH	brown	brown
GCFC2	blue	blue
GCGR	grey	grey
GCH1	blue	blue
GCK	grey	grey
GCKR	grey	grey
GCLC	blue	blue
GCLM	blue	blue
GCM1	grey	grey
GCNT1	grey	grey
GCNT2	grey	grey
GCNT3	grey	grey
GCNT4	grey	grey
GCNT7	brown	brown
GCSAM	magenta	magenta
GCSAML	grey	grey
GDA	grey	grey
GDAP1	turquoise	pink
GDAP1L1	grey	grey
GDAP2	turquoise	pink
GDE1	turquoise	pink
GDF10	red	red
GDF11	turquoise	pink
GDF15	grey	grey
GDF3	grey	grey
GDF9	grey	grey
GDI1	turquoise	pink
GDI2	blue	blue
GDNF	grey	grey
GDPD1	turquoise	pink
GDPD2	grey	grey
GDPD3	grey	grey
GDPD5	brown	brown
GDPGP1	grey	grey
GEM	grey	grey
GEMIN2	blue	blue
GEMIN4	turquoise	pink
GEMIN5	turquoise	pink
GEMIN6	blue	blue
GEMIN8	grey	grey
GEN1	blue	blue
GFAP	grey	grey
GFER	brown	brown
GFI1	magenta	magenta
GFI1B	grey	grey
GFM1	pink	pink
GFM2	turquoise	pink
GFOD1	red	red
GFOD2	turquoise	pink
GFPT1	turquoise	pink
GFPT2	green	green
GFRA1	red	red
GFRA2	red	red
GFRA3	grey	grey
GGA1	brown	brown
GGA2	turquoise	pink
GGA3	turquoise	pink
GGACT	grey	grey
GGCX	turquoise	pink
GGH	blue	blue
GGN	grey	grey
GGNBP2	turquoise	pink
GGPS1	turquoise	pink
GGT5	green	green
GGT6	blue	blue
GGT7	brown	brown
GGTLC2	grey	grey
GHDC	grey	grey
GHITM	blue	blue
GHR	red	red
GHRHR	grey	grey
GID4	turquoise	pink
GID8	turquoise	pink
GIGYF1	brown	brown
GIGYF2	turquoise	pink
GIMAP1	yellow	magenta
GIMAP2	yellow	magenta
GIMAP4	yellow	magenta
GIMAP5	magenta	magenta
GIMAP6	yellow	magenta
GIMAP7	yellow	magenta
GIMAP8	yellow	magenta
GIN1	turquoise	pink
GINM1	grey	grey
GINS1	blue	blue
GINS2	blue	blue
GINS3	blue	blue
GINS4	blue	blue
GIPC1	grey	grey
GIPC2	grey	grey
GIPC3	green	green
GIPR	brown	brown
GIT1	turquoise	pink
GJA1	green	green
GJA3	grey	grey
GJA4	red	red
GJA5	green	green
GJB1	grey	grey
GJB2	grey	grey
GJB3	grey	grey
GJB5	grey	grey
GJB6	grey	grey
GJC1	green	green
GJC2	red	red
GK	grey	grey
GK5	pink	pink
GKAP1	grey	grey
GKN2	red	red
GLA	blue	blue
GLB1	turquoise	pink
GLB1L	black	black
GLB1L2	grey	grey
GLB1L3	grey	grey
GLCCI1	grey	grey
GLCE	turquoise	pink
GLDC	grey	grey
GLDN	grey	grey
GLE1	turquoise	pink
GLG1	turquoise	pink
GLI1	green	green
GLI2	green	green
GLI3	green	green
GLI4	brown	brown
GLIPR1	yellow	magenta
GLIPR1L1	black	black
GLIPR2	yellow	magenta
GLIS1	grey	grey
GLIS2	green	green
GLIS3	turquoise	pink
GLMN	blue	blue
GLMP	turquoise	pink
GLO1	blue	blue
GLOD4	blue	blue
GLOD5	blue	blue
GLP1R	grey	grey
GLP2R	grey	grey
GLRA3	grey	grey
GLRB	grey	grey
GLRX	grey	grey
GLRX2	turquoise	pink
GLRX3	blue	blue
GLRX5	blue	blue
GLS	grey	grey
GLT1D1	grey	grey
GLT8D1	turquoise	pink
GLT8D2	green	green
GLTP	grey	grey
GLTPD2	grey	grey
GLUD1	grey	grey
GLUD2	grey	grey
GLUL	grey	grey
GLYATL1	grey	grey
GLYATL2	grey	grey
GLYR1	turquoise	pink
GM2A	yellow	magenta
GMCL1	blue	blue
GMDS	grey	grey
GMEB1	turquoise	pink
GMEB2	turquoise	pink
GMFB	pink	pink
GMFG	yellow	magenta
GMIP	yellow	magenta
GMNC	grey	grey
GMNN	blue	blue
GMPPA	grey	grey
GMPPB	turquoise	pink
GMPR	grey	grey
GMPR2	turquoise	pink
GMPS	pink	pink
GNA11	turquoise	pink
GNA12	green	green
GNA13	pink	pink
GNA14	grey	grey
GNA15	grey	grey
GNAI1	grey	grey
GNAI2	yellow	magenta
GNAI3	blue	blue
GNAL	grey	grey
GNAO1	grey	grey
GNAQ	turquoise	pink
GNAS	grey	grey
GNB1	turquoise	pink
GNB1L	grey	grey
GNB2	grey	grey
GNB4	yellow	magenta
GNB5	turquoise	pink
GNE	turquoise	pink
GNG11	grey	grey
GNG12	grey	grey
GNG2	yellow	magenta
GNG4	blue	blue
GNG7	blue	blue
GNG8	grey	grey
GNGT2	yellow	magenta
GNL1	turquoise	pink
GNL2	turquoise	pink
GNL3	blue	blue
GNL3L	turquoise	pink
GNLY	magenta	magenta
GNMT	grey	grey
GNPAT	turquoise	pink
GNPDA1	grey	grey
GNPDA2	turquoise	pink
GNPTAB	turquoise	pink
GNPTG	brown	brown
GNRH1	brown	brown
GNRH2	grey	grey
GNRHR	grey	grey
GNS	turquoise	pink
GOLGA1	turquoise	pink
GOLGA2	turquoise	pink
GOLGA3	turquoise	pink
GOLGA4	turquoise	pink
GOLGA7B	grey	grey
GOLGB1	turquoise	pink
GOLIM4	pink	pink
GOLM1	grey	grey
GOLPH3	grey	grey
GOLPH3L	turquoise	pink
GOLT1A	grey	grey
GOLT1B	blue	blue
GON4L	turquoise	pink
GOPC	turquoise	pink
GORAB	turquoise	pink
GORASP1	turquoise	pink
GORASP2	turquoise	pink
GOSR1	turquoise	pink
GOSR2	turquoise	pink
GOT1	grey	grey
GOT2	turquoise	pink
GP1BA	magenta	magenta
GP2	grey	grey
GP5	grey	grey
GP6	grey	grey
GP9	grey	grey
GPA33	grey	grey
GPALPP1	turquoise	pink
GPAM	grey	grey
GPANK1	turquoise	pink
GPATCH1	turquoise	pink
GPATCH11	pink	pink
GPATCH2	turquoise	pink
GPATCH2L	turquoise	pink
GPATCH3	turquoise	pink
GPATCH4	turquoise	pink
GPATCH8	turquoise	pink
GPBAR1	yellow	magenta
GPBP1	turquoise	pink
GPBP1L1	turquoise	pink
GPC1	grey	grey
GPC2	blue	blue
GPC3	red	red
GPC4	turquoise	pink
GPC5	grey	grey
GPC6	green	green
GPCPD1	brown	brown
GPD1	grey	grey
GPD1L	grey	grey
GPD2	turquoise	pink
GPER1	grey	grey
GPHA2	grey	grey
GPHN	turquoise	pink
GPI	blue	blue
GPIHBP1	red	red
GPKOW	turquoise	pink
GPLD1	turquoise	pink
GPM6A	red	red
GPM6B	grey	grey
GPN1	blue	blue
GPN2	turquoise	pink
GPN3	blue	blue
GPNMB	yellow	magenta
GPR107	turquoise	pink
GPR108	grey	grey
GPR12	grey	grey
GPR132	yellow	magenta
GPR135	black	black
GPR137	brown	brown
GPR137B	yellow	magenta
GPR137C	blue	blue
GPR143	grey	grey
GPR15	grey	grey
GPR150	grey	grey
GPR153	grey	grey
GPR155	yellow	magenta
GPR156	grey	grey
GPR157	grey	grey
GPR158	grey	grey
GPR160	grey	grey
GPR161	green	green
GPR162	black	black
GPR17	red	red
GPR171	magenta	magenta
GPR173	grey	grey
GPR174	magenta	magenta
GPR176	green	green
GPR18	magenta	magenta
GPR180	blue	blue
GPR182	red	red
GPR183	yellow	magenta
GPR19	blue	blue
GPR20	red	red
GPR22	grey	grey
GPR25	magenta	magenta
GPR26	grey	grey
GPR27	grey	grey
GPR3	grey	grey
GPR31	magenta	magenta
GPR34	yellow	magenta
GPR35	grey	grey
GPR37	grey	grey
GPR37L1	grey	grey
GPR39	grey	grey
GPR4	green	green
GPR45	grey	grey
GPR52	grey	grey
GPR55	magenta	magenta
GPR61	grey	grey
GPR62	grey	grey
GPR63	blue	blue
GPR65	yellow	magenta
GPR68	yellow	magenta
GPR75	brown	brown
GPR78	grey	grey
GPR82	yellow	magenta
GPR83	grey	grey
GPR84	yellow	magenta
GPR85	grey	grey
GPR88	green	green
GPRASP1	red	red
GPRASP2	turquoise	pink
GPRC5A	grey	grey
GPRC5B	grey	grey
GPRC5C	blue	blue
GPRC5D	grey	grey
GPRIN1	blue	blue
GPRIN2	grey	grey
GPRIN3	grey	grey
GPS1	blue	blue
GPSM1	turquoise	pink
GPSM2	blue	blue
GPSM3	yellow	magenta
GPT	grey	grey
GPT2	grey	grey
GPX2	grey	grey
GPX3	grey	grey
GPX4	grey	grey
GPX7	grey	grey
GPX8	green	green
GRAMD1A	turquoise	pink
GRAMD1B	grey	grey
GRAMD4	turquoise	pink
GRAP2	magenta	magenta
GRASP	red	red
GRB10	grey	grey
GRB14	grey	grey
GRB2	yellow	magenta
GRB7	turquoise	pink
GREB1	grey	grey
GREB1L	blue	blue
GREM1	green	green
GREM2	grey	grey
GRHL1	grey	grey
GRHL2	turquoise	pink
GRHL3	grey	grey
GRHPR	grey	grey
GRIA1	red	red
GRIA2	grey	grey
GRIA3	grey	grey
GRIA4	grey	grey
GRID1	red	red
GRID2	grey	grey
GRIK1	grey	grey
GRIK2	grey	grey
GRIK3	grey	grey
GRIK4	red	red
GRIK5	grey	grey
GRIN1	grey	grey
GRIN2A	grey	grey
GRIN2B	grey	grey
GRIN2C	grey	grey
GRIN2D	grey	grey
